model,mode,image,n_gt,n_det25,tp25,fp25
v2_deployed,gray,DT (369).jpg,1,7,0,7
v2_deployed,gray,DT (202).jpg,1,8,0,8
v2_deployed,gray,DT (162).jpg,1,3,0,3
v2_deployed,gray,DT (103).jpg,1,3,0,3
v2_deployed,gray,DT (379).jpg,1,4,0,4
v2_deployed,gray,DT (243).jpg,1,2,0,2
v2_deployed,gray,DT (190).jpg,1,6,0,6
v2_deployed,gray,DT (208).jpg,1,2,0,2
v2_deployed,gray,DT (323).jpg,1,3,0,3
v2_deployed,gray,DT (403).jpg,1,3,0,3
v2_deployed,gray,DT (259).jpg,1,1,1,0
v2_deployed,gray,DT (163).jpg,1,3,0,3
v2_deployed,gray,DT (169).jpg,1,2,0,2
v2_deployed,gray,DT (76).jpg,1,3,0,3
v2_deployed,gray,DT (51).jpg,1,4,0,4
v2_deployed,gray,DT (239).jpg,1,4,0,4
v2_deployed,gray,DT (126).jpg,1,5,0,5
v2_deployed,gray,DT (391).jpg,1,3,0,3
v2_deployed,gray,DT (121).jpg,1,4,0,4
v2_deployed,gray,DT (24).jpg,1,4,0,4
v2_deployed,gray,DT (313).jpg,1,4,0,4
v2_deployed,gray,BT (112).jpg,0,2,0,2
v2_deployed,gray,BT (177).jpg,0,3,0,3
v2_deployed,gray,BT (192).jpg,0,4,0,4
v2_deployed,gray,BT (21).jpg,0,1,0,1
v2_deployed,gray,BT (266).jpg,0,2,0,2
v2_deployed,gray,BT (77).jpg,0,2,0,2
v2_deployed,gray,BT (222).jpg,0,2,0,2
v2_deployed,gray,BT (175).jpg,0,2,0,2
v2_deployed,gray,BT (40).jpg,0,3,0,3
v2_deployed,gray,BT (308).jpg,0,4,0,4
v2_deployed,gray,BT (299).jpg,0,2,0,2
v2_deployed,gray,BT (11).jpg,0,1,0,1
v2_deployed,gray,BT (102).jpg,0,4,0,4
v2_deployed,gray,BT (190).jpg,0,3,0,3
v2_deployed,gray,BT (99).jpg,0,4,0,4
v2_deployed,gray,BT (53).jpg,0,3,0,3
v2_deployed,gray,BT (139).jpg,0,1,0,1
v2_deployed,gray,BT (81).jpg,0,2,0,2
v2_deployed,gray,BT (101).jpg,0,4,0,4
v2_deployed,gray,BT (93).jpg,0,2,0,2
v2_deployed,gray,BT (64).jpg,0,2,0,2
v2_deployed,gray,BT (82).jpg,0,2,0,2
v2_deployed,gray,BT (106).jpg,0,2,0,2
v2_deployed,gray,BT (45).jpg,0,3,0,3
v2_deployed,gray,BT (20).jpg,0,0,0,0
v2_deployed,gray,BT (191).jpg,0,4,0,4
v2_deployed,gray,BT (271).jpg,0,1,0,1
v2_deployed,gray,BT (144).jpg,0,1,0,1
v2_deployed,gray,BT (297).jpg,0,3,0,3
v2_deployed,gray,BT (357).jpg,0,3,0,3
v2_deployed,gray,BT (160).jpg,0,3,0,3
v2_deployed,gray,BT (41).jpg,0,3,0,3
v2_deployed,gray,BT (87).jpg,0,2,0,2
v2_deployed,gray,BT (290).jpg,0,3,0,3
v2_deployed,gray,BT (256).jpg,0,1,0,1
v2_deployed,gray,BT (37).jpg,0,3,0,3
v2_deployed,gray,BT (165).jpg,0,3,0,3
v2_deployed,gray,BT (321).jpg,0,7,0,7
v2_deployed,gray,BT (143).jpg,0,1,0,1
v2_deployed,gray,BT (294).jpg,0,6,0,6
v2_deployed,gray,BT (3).jpg,0,2,0,2
v2_deployed,gray,BT (27).jpg,0,1,0,1
v2_deployed,gray,BT (137).jpg,0,1,0,1
v2_deployed,gray,BT (348).jpg,0,4,0,4
v2_deployed,gray,BT (298).jpg,0,2,0,2
v2_deployed,gray,BT (72).jpg,0,0,0,0
v2_deployed,gray,BT (231).jpg,0,2,0,2
v2_deployed,gray,BT (79).jpg,0,2,0,2
v2_deployed,gray,BT (293).jpg,0,3,0,3
v2_deployed,gray,BT (284).jpg,0,3,0,3
v2_deployed,gray,BT (225).jpg,0,1,0,1
v2_deployed,gray,BT (334).jpg,0,4,0,4
v2_deployed,gray,BT (161).jpg,0,3,0,3
v2_deployed,gray,BT (286).jpg,0,2,0,2
v2_deployed,gray,BT (170).jpg,0,4,0,4
v2_deployed,gray,BT (218).jpg,0,2,0,2
v2_deployed,gray,BT (344).jpg,0,2,0,2
v2_deployed,gray,BT (282).jpg,0,6,0,6
v2_deployed,gray,BT (86).jpg,0,3,0,3
v2_deployed,gray,BT (233).jpg,0,2,0,2
v2_deployed,gray,BT (107).jpg,0,3,0,3
v2_deployed,gray,BT (341).jpg,0,1,0,1
v2_deployed,gray,BT (13).jpg,0,1,0,1
v2_deployed,gray,BT (322).jpg,0,6,0,6
v2_deployed,gray,BT (244).jpg,0,2,0,2
v2_deployed,gray,BT (25).jpg,0,2,0,2
v2_deployed,gray,BT (123).jpg,0,3,0,3
v2_deployed,gray,BT (211).jpg,0,1,0,1
v2_deployed,gray,BT (207).jpg,0,3,0,3
v2_deployed,gray,BT (178).jpg,0,2,0,2
v2_deployed,gray,BT (33).jpg,0,3,0,3
v2_deployed,gray,BT (188).jpg,0,3,0,3
v2_deployed,gray,BT (217).jpg,0,2,0,2
v2_deployed,gray,BT (154).jpg,0,2,0,2
v2_deployed,gray,BT (32).jpg,0,1,0,1
v2_deployed,gray,BT (260).jpg,0,1,0,1
v2_deployed,gray,BT (88).jpg,0,2,0,2
v2_deployed,gray,BT (242).jpg,0,2,0,2
v2_deployed,gray,BT (350).jpg,0,1,0,1
v2_deployed,gray,BT (97).jpg,0,2,0,2
v2_deployed,gray,BT (36).jpg,0,3,0,3
v2_deployed,gray,BT (52).jpg,0,2,0,2
v2_deployed,gray,BT (119).jpg,0,1,0,1
v2_deployed,gray,BT (70).jpg,0,2,0,2
v2_deployed,gray,BT (193).jpg,0,3,0,3
v2_deployed,gray,BT (85).jpg,0,4,0,4
v2_deployed,gray,BT (356).jpg,0,3,0,3
v2_deployed,gray,BT (228).jpg,0,2,0,2
v2_deployed,gray,BT (24).jpg,0,1,0,1
v2_deployed,gray,BT (249).jpg,0,1,0,1
v2_deployed,gray,BT (354).jpg,0,7,0,7
v2_deployed,gray,BT (163).jpg,0,3,0,3
v2_deployed,gray,BT (111).jpg,0,2,0,2
v2_deployed,gray,BT (130).jpg,0,1,0,1
v2_deployed,gray,BT (110).jpg,0,3,0,3
v2_deployed,gray,BT (312).jpg,0,3,0,3
v2_deployed,gray,BT (304).jpg,0,2,0,2
v2_deployed,gray,BT (224).jpg,0,0,0,0
v2_deployed,gray,BT (317).jpg,0,7,0,7
v2_deployed,gray,BT (2).jpg,0,1,0,1
v2_deployed,gray,BT (90).jpg,0,4,0,4
v2_deployed,gray,BT (200).jpg,0,3,0,3
v2_deployed,gray,BT (39).jpg,0,3,0,3
v2_deployed,gray,BT (29).jpg,0,2,0,2
v2_deployed,gray,BT (323).jpg,0,5,0,5
v2_deployed,gray,BT (274).jpg,0,1,0,1
v2_deployed,gray,BT (262).jpg,0,1,0,1
v2_deployed,gray,BT (142).jpg,0,1,0,1
v2_deployed,gray,BT (246).jpg,0,2,0,2
v2_deployed,gray,BT (351).jpg,0,1,0,1
v2_deployed,gray,BT (204).jpg,0,1,0,1
v2_deployed,gray,BT (223).jpg,0,0,0,0
v2_deployed,gray,BT (227).jpg,0,1,0,1
v2_deployed,gray,BT (345).jpg,0,3,0,3
v2_deployed,gray,BT (89).jpg,0,2,0,2
v2_deployed,gray,BT (324).jpg,0,6,0,6
v2_deployed,gray,BT (6).jpg,0,1,0,1
v2_deployed,gray,BT (172).jpg,0,3,0,3
v2_deployed,gray,BT (212).jpg,0,1,0,1
v2_deployed,gray,BT (148).jpg,0,1,0,1
v2_deployed,gray,BT (240).jpg,0,2,0,2
v2_deployed,gray,BT (358).jpg,0,4,0,4
v2_deployed,gray,BT (205).jpg,0,3,0,3
v2_deployed,gray,BT (285).jpg,0,2,0,2
v2_deployed,gray,BT (245).jpg,0,2,0,2
v2_deployed,gray,BT (162).jpg,0,4,0,4
v2_deployed,gray,BT (329).jpg,0,5,0,5
v2_deployed,gray,BT (220).jpg,0,3,0,3
v2_deployed,gray,BT (328).jpg,0,4,0,4
v2_deployed,gray,BT (267).jpg,0,0,0,0
v2_deployed,gray,BT (335).jpg,0,5,0,5
v2_deployed,gray,BT (19).jpg,0,1,0,1
v2_deployed,gray,BT (103).jpg,0,2,0,2
v2_deployed,gray,BT (247).jpg,0,2,0,2
v2_deployed,gray,BT (327).jpg,0,5,0,5
v2_deployed,gray,BT (8).jpg,0,1,0,1
v2_deployed,gray,BT (185).jpg,0,3,0,3
v2_deployed,gray,BT (241).jpg,0,2,0,2
v2_deployed,gray,BT (255).jpg,0,1,0,1
v2_deployed,gray,BT (153).jpg,0,4,0,4
v2_deployed,gray,BT (96).jpg,0,1,0,1
v2_deployed,gray,BT (58).jpg,0,1,0,1
v2_deployed,gray,BT (171).jpg,0,4,0,4
v2_deployed,gray,BT (150).jpg,0,3,0,3
v2_deployed,gray,BT (128).jpg,0,1,0,1
v2_deployed,gray,BT (30).jpg,0,1,0,1
v2_deployed,gray,BT (336).jpg,0,5,0,5
v2_deployed,gray,BT (135).jpg,0,1,0,1
v2_deployed,gray,BT (301).jpg,0,3,0,3
v2_deployed,gray,BT (71).jpg,0,2,0,2
quad_hardened,color,DT (165).jpg,1,0,0,0
quad_hardened,color,DT (19).jpg,1,3,0,3
quad_hardened,color,DT (526).jpg,1,0,0,0
quad_hardened,color,DT (151).jpg,1,1,0,1
quad_hardened,color,DT (276).jpg,1,0,0,0
quad_hardened,color,DT (528).jpg,1,0,0,0
quad_hardened,color,DT (22).jpg,1,5,0,5
quad_hardened,color,DT (56).jpg,1,0,0,0
quad_hardened,color,DT (229).jpg,1,0,0,0
quad_hardened,color,DT (366).jpg,1,0,0,0
quad_hardened,color,DT (387).jpg,1,0,0,0
quad_hardened,color,DT (218).jpg,1,0,0,0
quad_hardened,color,DT (160).jpg,1,0,0,0
quad_hardened,color,DT (295).jpg,1,0,0,0
quad_hardened,color,DT (356).jpg,1,0,0,0
quad_hardened,color,DT (281).jpg,1,0,0,0
quad_hardened,color,DT (180).jpg,1,0,0,0
quad_hardened,color,DT (114).jpg,1,0,0,0
quad_hardened,color,DT (506).jpg,1,0,0,0
quad_hardened,color,DT (459).jpg,1,0,0,0
quad_hardened,color,DT (343).jpg,1,0,0,0
quad_hardened,color,DT (237).jpg,1,0,0,0
quad_hardened,color,DT (122).jpg,1,0,0,0
quad_hardened,color,DT (194).jpg,1,0,0,0
quad_hardened,color,DT (27).jpg,1,0,0,0
quad_hardened,color,DT (351).jpg,1,0,0,0
quad_hardened,color,DT (260).jpg,1,0,0,0
quad_hardened,color,DT (283).jpg,1,0,0,0
quad_hardened,color,DT (234).jpg,1,0,0,0
quad_hardened,color,DT (400).jpg,1,0,0,0
quad_hardened,color,DT (197).jpg,1,0,0,0
quad_hardened,color,DT (401).jpg,1,0,0,0
quad_hardened,color,DT (15).jpg,1,3,0,3
quad_hardened,color,DT (40).jpg,1,0,0,0
quad_hardened,color,DT (26).jpg,1,0,0,0
quad_hardened,color,DT (450).jpg,1,1,0,1
quad_hardened,color,DT (399).jpg,1,0,0,0
quad_hardened,color,DT (215).jpg,1,0,0,0
quad_hardened,color,DT (272).jpg,1,0,0,0
quad_hardened,color,DT (211).jpg,1,0,0,0
quad_hardened,color,DT (240).jpg,1,0,0,0
quad_hardened,color,DT (311).jpg,1,0,0,0
quad_hardened,color,DT (236).jpg,1,0,0,0
quad_hardened,color,DT (53).jpg,1,0,0,0
quad_hardened,color,DT (221).jpg,1,0,0,0
quad_hardened,color,DT (417).jpg,1,0,0,0
quad_hardened,color,DT (318).jpg,1,0,0,0
quad_hardened,color,DT (380).jpg,1,0,0,0
quad_hardened,color,DT (64).jpg,1,0,0,0
quad_hardened,color,DT (203).jpg,1,1,0,1
quad_hardened,color,DT (353).jpg,1,0,0,0
quad_hardened,color,DT (37).jpg,1,0,0,0
quad_hardened,color,DT (376).jpg,1,0,0,0
quad_hardened,color,DT (451).jpg,1,1,0,1
quad_hardened,color,DT (216).jpg,1,0,0,0
quad_hardened,color,DT (302).jpg,1,0,0,0
quad_hardened,color,DT (139).jpg,1,0,0,0
quad_hardened,color,DT (83).jpg,1,0,0,0
quad_hardened,color,DT (157).jpg,1,1,0,1
quad_hardened,color,DT (359).jpg,1,0,0,0
quad_hardened,color,DT (91).jpg,1,0,0,0
quad_hardened,color,DT (460).jpg,1,0,0,0
quad_hardened,color,DT (472).jpg,1,0,0,0
quad_hardened,color,DT (120).jpg,1,0,0,0
quad_hardened,color,DT (493).jpg,1,0,0,0
quad_hardened,color,DT (181).jpg,1,0,0,0
quad_hardened,color,DT (217).jpg,1,0,0,0
quad_hardened,color,DT (444).jpg,1,0,0,0
quad_hardened,color,DT (524).jpg,1,0,0,0
quad_hardened,color,DT (175).jpg,1,0,0,0
quad_hardened,color,DT (336).jpg,1,0,0,0
quad_hardened,color,DT (123).jpg,1,0,0,0
quad_hardened,color,DT (155).jpg,1,1,0,1
quad_hardened,color,DT (150).jpg,1,1,0,1
quad_hardened,color,DT (411).jpg,1,0,0,0
quad_hardened,color,DT (268).jpg,1,0,0,0
quad_hardened,color,DT (448).jpg,1,0,0,0
quad_hardened,color,DT (273).jpg,1,0,0,0
quad_hardened,color,DT (45).jpg,1,0,0,0
quad_hardened,color,DT (10).jpg,1,1,0,1
quad_hardened,color,DT (143).jpg,1,0,0,0
quad_hardened,color,DT (525).jpg,1,0,0,0
quad_hardened,color,DT (124).jpg,1,0,0,0
quad_hardened,color,DT (269).jpg,1,0,0,0
quad_hardened,color,DT (62).jpg,1,0,0,0
quad_hardened,color,DT (329).jpg,1,0,0,0
quad_hardened,color,DT (44).jpg,1,0,0,0
quad_hardened,color,DT (69).jpg,1,0,0,0
quad_hardened,color,DT (277).jpg,1,0,0,0
quad_hardened,color,DT (507).jpg,1,0,0,0
quad_hardened,color,DT (294).jpg,1,0,0,0
quad_hardened,color,DT (301).jpg,1,0,0,0
quad_hardened,color,DT (458).jpg,1,0,0,0
quad_hardened,color,DT (439).jpg,1,1,0,1
quad_hardened,color,DT (496).jpg,1,0,0,0
quad_hardened,color,DT (406).jpg,1,0,0,0
quad_hardened,color,DT (314).jpg,1,0,0,0
quad_hardened,color,DT (251).jpg,1,1,0,1
quad_hardened,color,DT (285).jpg,1,0,0,0
quad_hardened,color,DT (397).jpg,1,0,0,0
quad_hardened,color,DT (504).jpg,1,0,0,0
quad_hardened,color,DT (111).jpg,1,0,0,0
quad_hardened,color,DT (491).jpg,1,0,0,0
quad_hardened,color,DT (112).jpg,1,0,0,0
quad_hardened,color,DT (433).jpg,1,0,0,0
quad_hardened,color,DT (192).jpg,1,0,0,0
quad_hardened,color,DT (299).jpg,1,0,0,0
quad_hardened,color,DT (138).jpg,1,0,0,0
quad_hardened,color,DT (363).jpg,1,1,0,1
quad_hardened,color,DT (213).jpg,1,0,0,0
quad_hardened,color,DT (322).jpg,1,0,0,0
quad_hardened,color,DT (66).jpg,1,0,0,0
quad_hardened,color,DT (410).jpg,1,0,0,0
quad_hardened,color,DT (235).jpg,1,0,0,0
quad_hardened,color,DT (205).jpg,1,0,0,0
quad_hardened,color,DT (59).jpg,1,0,0,0
quad_hardened,color,DT (288).jpg,1,0,0,0
quad_hardened,color,DT (377).jpg,1,0,0,0
quad_hardened,color,DT (28).jpg,1,0,0,0
quad_hardened,color,DT (224).jpg,1,0,0,0
quad_hardened,color,DT (92).jpg,1,0,0,0
quad_hardened,color,DT (247).jpg,1,0,0,0
quad_hardened,color,DT (198).jpg,1,0,0,0
quad_hardened,color,DT (119).jpg,1,0,0,0
quad_hardened,color,DT (421).jpg,1,0,0,0
quad_hardened,color,DT (513).jpg,1,0,0,0
quad_hardened,color,DT (441).jpg,1,2,0,2
quad_hardened,color,DT (405).jpg,1,0,0,0
quad_hardened,color,DT (333).jpg,1,0,0,0
quad_hardened,color,DT (335).jpg,1,0,0,0
quad_hardened,color,DT (78).jpg,1,0,0,0
quad_hardened,color,DT (33).jpg,1,0,0,0
quad_hardened,color,DT (292).jpg,1,0,0,0
quad_hardened,color,DT (435).jpg,1,0,0,0
quad_hardened,color,DT (490).jpg,1,0,0,0
quad_hardened,color,DT (230).jpg,1,0,0,0
quad_hardened,color,DT (338).jpg,1,0,0,0
quad_hardened,color,DT (266).jpg,1,0,0,0
quad_hardened,color,DT (357).jpg,1,0,0,0
quad_hardened,color,DT (305).jpg,1,0,0,0
quad_hardened,color,DT (31).jpg,1,0,0,0
quad_hardened,color,DT (99).jpg,1,0,0,0
quad_hardened,color,DT (398).jpg,1,0,0,0
quad_hardened,color,DT (432).jpg,1,0,0,0
quad_hardened,color,DT (176).jpg,1,0,0,0
quad_hardened,color,DT (347).jpg,1,0,0,0
quad_hardened,color,DT (133).jpg,1,0,0,0
quad_hardened,color,DT (388).jpg,1,0,0,0
quad_hardened,color,DT (100).jpg,1,0,0,0
quad_hardened,color,DT (418).jpg,1,0,0,0
quad_hardened,color,DT (518).jpg,1,0,0,0
quad_hardened,color,DT (147).jpg,1,0,0,0
quad_hardened,color,DT (462).jpg,1,0,0,0
quad_hardened,color,DT (222).jpg,1,0,0,0
quad_hardened,color,DT (483).jpg,1,0,0,0
quad_hardened,color,DT (2).jpg,1,0,0,0
quad_hardened,color,DT (204).jpg,1,0,0,0
quad_hardened,color,DT (479).jpg,1,0,0,0
quad_hardened,color,DT (275).jpg,1,0,0,0
quad_hardened,color,DT (257).jpg,1,0,0,0
quad_hardened,color,DT (494).jpg,1,0,0,0
quad_hardened,color,DT (183).jpg,1,0,0,0
quad_hardened,color,DT (298).jpg,1,0,0,0
quad_hardened,color,DT (9).jpg,1,1,0,1
quad_hardened,color,DT (89).jpg,1,0,0,0
quad_hardened,color,DT (146).jpg,1,0,0,0
quad_hardened,color,DT (466).jpg,1,0,0,0
quad_hardened,color,DT (108).jpg,1,0,0,0
quad_hardened,color,DT (102).jpg,1,0,0,0
quad_hardened,color,DT (423).jpg,1,0,0,0
quad_hardened,color,DT (134).jpg,1,0,0,0
quad_hardened,color,DT (372).jpg,1,0,0,0
quad_hardened,color,DT (179).jpg,1,0,0,0
quad_hardened,color,DT (248).jpg,1,0,0,0
quad_hardened,color,DT (282).jpg,1,0,0,0
quad_hardened,color,DT (374).jpg,1,0,0,0
quad_hardened,color,DT (250).jpg,1,0,0,0
quad_hardened,color,DT (13).jpg,1,4,0,4
quad_hardened,color,DT (158).jpg,1,1,0,1
quad_hardened,color,DT (369).jpg,1,0,0,0
quad_hardened,color,DT (202).jpg,1,0,0,0
quad_hardened,color,DT (162).jpg,1,0,0,0
quad_hardened,color,DT (103).jpg,1,0,0,0
quad_hardened,color,DT (379).jpg,1,0,0,0
quad_hardened,color,DT (243).jpg,1,0,0,0
quad_hardened,color,DT (190).jpg,1,0,0,0
quad_hardened,color,DT (208).jpg,1,0,0,0
quad_hardened,color,DT (323).jpg,1,0,0,0
quad_hardened,color,DT (403).jpg,1,0,0,0
quad_hardened,color,DT (259).jpg,1,0,0,0
quad_hardened,color,DT (163).jpg,1,0,0,0
quad_hardened,color,DT (169).jpg,1,0,0,0
quad_hardened,color,DT (76).jpg,1,0,0,0
quad_hardened,color,DT (51).jpg,1,0,0,0
quad_hardened,color,DT (239).jpg,1,0,0,0
quad_hardened,color,DT (126).jpg,1,0,0,0
quad_hardened,color,DT (391).jpg,1,0,0,0
quad_hardened,color,DT (121).jpg,1,0,0,0
quad_hardened,color,DT (24).jpg,1,0,0,0
quad_hardened,color,DT (313).jpg,1,0,0,0
quad_hardened,color,BT (112).jpg,0,0,0,0
quad_hardened,color,BT (177).jpg,0,1,0,1
quad_hardened,color,BT (192).jpg,0,1,0,1
quad_hardened,color,BT (21).jpg,0,0,0,0
quad_hardened,color,BT (266).jpg,0,0,0,0
quad_hardened,color,BT (77).jpg,0,0,0,0
quad_hardened,color,BT (222).jpg,0,0,0,0
quad_hardened,color,BT (175).jpg,0,1,0,1
quad_hardened,color,BT (40).jpg,0,0,0,0
quad_hardened,color,BT (308).jpg,0,0,0,0
quad_hardened,color,BT (299).jpg,0,0,0,0
quad_hardened,color,BT (11).jpg,0,0,0,0
quad_hardened,color,BT (102).jpg,0,0,0,0
quad_hardened,color,BT (190).jpg,0,1,0,1
quad_hardened,color,BT (99).jpg,0,0,0,0
quad_hardened,color,BT (53).jpg,0,0,0,0
quad_hardened,color,BT (139).jpg,0,0,0,0
quad_hardened,color,BT (81).jpg,0,0,0,0
quad_hardened,color,BT (101).jpg,0,0,0,0
quad_hardened,color,BT (93).jpg,0,0,0,0
quad_hardened,color,BT (64).jpg,0,0,0,0
quad_hardened,color,BT (82).jpg,0,0,0,0
quad_hardened,color,BT (106).jpg,0,0,0,0
quad_hardened,color,BT (45).jpg,0,0,0,0
quad_hardened,color,BT (20).jpg,0,0,0,0
quad_hardened,color,BT (191).jpg,0,0,0,0
quad_hardened,color,BT (271).jpg,0,0,0,0
quad_hardened,color,BT (144).jpg,0,0,0,0
quad_hardened,color,BT (297).jpg,0,0,0,0
quad_hardened,color,BT (357).jpg,0,1,0,1
quad_hardened,color,BT (160).jpg,0,0,0,0
quad_hardened,color,BT (41).jpg,0,0,0,0
quad_hardened,color,BT (87).jpg,0,0,0,0
quad_hardened,color,BT (290).jpg,0,0,0,0
quad_hardened,color,BT (256).jpg,0,5,0,5
quad_hardened,color,BT (37).jpg,0,0,0,0
quad_hardened,color,BT (165).jpg,0,1,0,1
quad_hardened,color,BT (321).jpg,0,0,0,0
quad_hardened,color,BT (143).jpg,0,0,0,0
quad_hardened,color,BT (294).jpg,0,0,0,0
quad_hardened,color,BT (3).jpg,0,0,0,0
quad_hardened,color,BT (27).jpg,0,0,0,0
quad_hardened,color,BT (137).jpg,0,0,0,0
quad_hardened,color,BT (348).jpg,0,0,0,0
quad_hardened,color,BT (298).jpg,0,0,0,0
quad_hardened,color,BT (72).jpg,0,0,0,0
quad_hardened,color,BT (231).jpg,0,0,0,0
quad_hardened,color,BT (79).jpg,0,0,0,0
quad_hardened,color,BT (293).jpg,0,0,0,0
quad_hardened,color,BT (284).jpg,0,0,0,0
quad_hardened,color,BT (225).jpg,0,0,0,0
quad_hardened,color,BT (334).jpg,0,0,0,0
quad_hardened,color,BT (161).jpg,0,0,0,0
quad_hardened,color,BT (286).jpg,0,0,0,0
quad_hardened,color,BT (170).jpg,0,0,0,0
quad_hardened,color,BT (218).jpg,0,0,0,0
quad_hardened,color,BT (344).jpg,0,0,0,0
quad_hardened,color,BT (282).jpg,0,0,0,0
quad_hardened,color,BT (86).jpg,0,0,0,0
quad_hardened,color,BT (233).jpg,0,0,0,0
quad_hardened,color,BT (107).jpg,0,0,0,0
quad_hardened,color,BT (341).jpg,0,0,0,0
quad_hardened,color,BT (13).jpg,0,0,0,0
quad_hardened,color,BT (322).jpg,0,0,0,0
quad_hardened,color,BT (244).jpg,0,0,0,0
quad_hardened,color,BT (25).jpg,0,0,0,0
quad_hardened,color,BT (123).jpg,0,0,0,0
quad_hardened,color,BT (211).jpg,0,0,0,0
quad_hardened,color,BT (207).jpg,0,0,0,0
quad_hardened,color,BT (178).jpg,0,1,0,1
quad_hardened,color,BT (33).jpg,0,0,0,0
quad_hardened,color,BT (188).jpg,0,1,0,1
quad_hardened,color,BT (217).jpg,0,0,0,0
quad_hardened,color,BT (154).jpg,0,0,0,0
quad_hardened,color,BT (32).jpg,0,0,0,0
quad_hardened,color,BT (260).jpg,0,0,0,0
quad_hardened,color,BT (88).jpg,0,0,0,0
quad_hardened,color,BT (242).jpg,0,0,0,0
quad_hardened,color,BT (350).jpg,0,0,0,0
quad_hardened,color,BT (97).jpg,0,0,0,0
quad_hardened,color,BT (36).jpg,0,0,0,0
quad_hardened,color,BT (52).jpg,0,0,0,0
quad_hardened,color,BT (119).jpg,0,0,0,0
quad_hardened,color,BT (70).jpg,0,0,0,0
quad_hardened,color,BT (193).jpg,0,0,0,0
quad_hardened,color,BT (85).jpg,0,0,0,0
quad_hardened,color,BT (356).jpg,0,2,0,2
quad_hardened,color,BT (228).jpg,0,0,0,0
quad_hardened,color,BT (24).jpg,0,0,0,0
quad_hardened,color,BT (249).jpg,0,3,0,3
quad_hardened,color,BT (354).jpg,0,3,0,3
quad_hardened,color,BT (163).jpg,0,1,0,1
quad_hardened,color,BT (111).jpg,0,0,0,0
quad_hardened,color,BT (130).jpg,0,0,0,0
quad_hardened,color,BT (110).jpg,0,0,0,0
quad_hardened,color,BT (312).jpg,0,0,0,0
quad_hardened,color,BT (304).jpg,0,0,0,0
quad_hardened,color,BT (224).jpg,0,0,0,0
quad_hardened,color,BT (317).jpg,0,0,0,0
quad_hardened,color,BT (2).jpg,0,0,0,0
quad_hardened,color,BT (90).jpg,0,0,0,0
quad_hardened,color,BT (200).jpg,0,1,0,1
quad_hardened,color,BT (39).jpg,0,0,0,0
quad_hardened,color,BT (29).jpg,0,0,0,0
quad_hardened,color,BT (323).jpg,0,0,0,0
quad_hardened,color,BT (274).jpg,0,0,0,0
quad_hardened,color,BT (262).jpg,0,0,0,0
quad_hardened,color,BT (142).jpg,0,0,0,0
quad_hardened,color,BT (246).jpg,0,0,0,0
quad_hardened,color,BT (351).jpg,0,0,0,0
quad_hardened,color,BT (204).jpg,0,0,0,0
quad_hardened,color,BT (223).jpg,0,0,0,0
quad_hardened,color,BT (227).jpg,0,1,0,1
quad_hardened,color,BT (345).jpg,0,0,0,0
quad_hardened,color,BT (89).jpg,0,0,0,0
quad_hardened,color,BT (324).jpg,0,0,0,0
quad_hardened,color,BT (6).jpg,0,0,0,0
quad_hardened,color,BT (172).jpg,0,1,0,1
quad_hardened,color,BT (212).jpg,0,0,0,0
quad_hardened,color,BT (148).jpg,0,0,0,0
quad_hardened,color,BT (240).jpg,0,0,0,0
quad_hardened,color,BT (358).jpg,0,1,0,1
quad_hardened,color,BT (205).jpg,0,0,0,0
quad_hardened,color,BT (285).jpg,0,0,0,0
quad_hardened,color,BT (245).jpg,0,0,0,0
quad_hardened,color,BT (162).jpg,0,0,0,0
quad_hardened,color,BT (329).jpg,0,0,0,0
quad_hardened,color,BT (220).jpg,0,0,0,0
quad_hardened,color,BT (328).jpg,0,0,0,0
quad_hardened,color,BT (267).jpg,0,0,0,0
quad_hardened,color,BT (335).jpg,0,0,0,0
quad_hardened,color,BT (19).jpg,0,0,0,0
quad_hardened,color,BT (103).jpg,0,0,0,0
quad_hardened,color,BT (247).jpg,0,0,0,0
quad_hardened,color,BT (327).jpg,0,0,0,0
quad_hardened,color,BT (8).jpg,0,0,0,0
quad_hardened,color,BT (185).jpg,0,0,0,0
quad_hardened,color,BT (241).jpg,0,0,0,0
quad_hardened,color,BT (255).jpg,0,1,0,1
quad_hardened,color,BT (153).jpg,0,0,0,0
quad_hardened,color,BT (96).jpg,0,0,0,0
quad_hardened,color,BT (58).jpg,0,0,0,0
quad_hardened,color,BT (171).jpg,0,0,0,0
quad_hardened,color,BT (150).jpg,0,0,0,0
quad_hardened,color,BT (128).jpg,0,0,0,0
quad_hardened,color,BT (30).jpg,0,0,0,0
quad_hardened,color,BT (336).jpg,0,0,0,0
quad_hardened,color,BT (135).jpg,0,0,0,0
quad_hardened,color,BT (301).jpg,0,0,0,0
quad_hardened,color,BT (71).jpg,0,0,0,0
quad_hardened,gray,DT (165).jpg,1,0,0,0
quad_hardened,gray,DT (19).jpg,1,0,0,0
quad_hardened,gray,DT (526).jpg,1,0,0,0
quad_hardened,gray,DT (151).jpg,1,0,0,0
quad_hardened,gray,DT (276).jpg,1,0,0,0
quad_hardened,gray,DT (528).jpg,1,0,0,0
quad_hardened,gray,DT (22).jpg,1,0,0,0
quad_hardened,gray,DT (56).jpg,1,0,0,0
quad_hardened,gray,DT (229).jpg,1,0,0,0
